label,claim,model,readability,word_pos,claim_id,binary_label
FI,6269 بَعِيد_adj 1 GPT4 يعتبر بعيد الميلاد أكبر عطلة لدى المسيحيين ويقع في,الخامس,,من,,incorrect
FC,7949 شاهَد_verb 1 GPT4 شاهد الهرم الأكبر في الجيزة هو أحد,عجائب,,السبع,,correct
FC,4478 تَصْرِيح_noun 3 GPT4 يعتبر طلب العلم في الإسلام واجبًا,على,,مسلم,,correct
FI,3577 أَرْبَع_noun_num 1 GPT4 أربع محطات للطاقة الشمسية الكهروضوئية الكبرى في العالم هي محطة تينغ تينغ توك بالصين، محطة بوفالو بالولايات المتحدة، محطة كاموثي بالهند,ومحطة,,في,,incorrect
FI,4427 خُرُوج_noun 1 GPT4 احتفل العالم العربي بخروج مصر من الاستعمار البريطاني,في,23.0,يوليو,1952.0,incorrect
FI,4212 إِطْلاق_noun 4 ChatGPT تم إطلاق أول محطة فضائية عربية,في,,عام,2019.0,incorrect
FI,7797 مَلْبَس_noun 3 GPT4 في التراث الشعبي المغربي، يشتهر ملبس الجبادور,بأنه,,تقليدي,,incorrect
FC,654 حِين_noun 3 ChatGPT حين يتم تعريض الجسم للشمس، يتم إنتاج,فيتامين,,في,,correct
FC,8136 دُسْتُور_noun 4 GPT4 الدستور هو القانون الأساسي الذي يحدد نظام الحكم وينظم العلاقات بين,السلطات,,في,,correct
FC,829 جاء_verb 1 GPT4 جاء تأسيس جامعة القرويين في,المغرب,,859,,correct
FC,"1746 قَوْل_noun 3 GPT4 قال العالم الفيزيائي الشهير ألبرت أينشتاين: ""الخيال",أكثر,,من,,correct
FC,4979 قِيادَة_noun 3 GPT4 تعتبر قيادة السيارة معرضة لمخاطر الحوادث في حال تجاوز السرعات المحددة أو,قيادة,,تأثير,,correct
FC,1760 فَعَل_verb 1 GPT4 يمكن تصريف الأفعال في اللغة,العربية,,الضمائر,,correct
FC,4393 رُبَّما_adv 2 ChatGPT ربما يعتبر النحل من أهم الحشرات في العالم حيث,يقومون,,النباتات,,correct
FC,5861 حُرِّيَّة_noun 1 ChatGPT حرية التعبير هي,حق,,في,,correct
FC,681 مُنْذُ_prep 2 ChatGPT منذ عام 1967، تحتل إسرائيل,الضفة,,والقدس,,correct
FC,4356 مَوْضُوع_noun 1 GPT4 موضوع الطاقة المتجددة يعتبر من الموضوعات الهامة,في,,الاستدامة,,correct
FC,2045 مَرْكَز_noun 2 ChatGPT مركز الأمير فيصل بن فهد للمؤتمرات والفعاليات في الرياض، المملكة العربية السعودية، يستضيف العديد,من,,والفعاليات,,correct
FC,8396 سَواء_noun 3 GPT4 سواء كنت تستخدم الهاتف الذكي أو الكمبيوتر اللوحي، يمكنك توفير الطاقة من,خلال,,سطوع,,correct
FC,3635 وَلَد_noun 1 ChatGPT ولد الرئيس الفرنسي السابق نيكولا ساركوزي,في,,عام,1955.0,correct
FC,5938 حاجّ_noun 1 GPT4 تتوجه المسلمون لأداء مناسك الحاج في مكة المكرمة كل عام,خلال,,ذو,,correct
FC,2625 وُجُود_noun 2 ChatGPT وجود الأراضي الزراعية يساعد,على,,الغذاء,,correct
FC,1235 ذَكَر_verb 2 ChatGPT ذكرت الإحصائيات أن نسبة البطالة في,العالم,,تتجاوز,,correct
FI,6455 مُشِير_adj 4 ChatGPT السماء تحتوي على الشمس التي تعتبر مصدرًا,رئيسيًا,,على,,incorrect
FC,4965 جَماعَة_noun 1 ChatGPT تعتبر جماعة الحوثي في,اليمن,,شيعية,,correct
FC,9723 خَدَم_noun 1 ChatGPT يقدم العديد من المطاعم,خدمة,,إلى,,correct
FC,360 أَوَّل_adj_num 1 GPT4 أول رائد فضاء عربي هو الأمير سلطان بن سلمان بن,عبد,,آل,,correct
FC,2900 إِلّا_part_restrict 1 GPT4 القارة القطبية الجنوبية (أنتاركتيكا) هي القارة الوحيدة التي لا يعيش فيها البشر بشكل دائم، إلا أنها تستضيف العديد,من,,البحثية,,correct
FI,5507 قَرَأ_verb 1 GPT4 قرأ الخليفة العباسي هارون الرشيد الأعمال الأدبية للشاعر,أبو,,وأثنى,,incorrect
FC,5899 نَفْط_noun 3 GPT4 ظل القمر خلال,الخسوف,,باللون,,correct
FC,8753 خَطَأ_noun 1 ChatGPT يمكن للخطأ البشري أن يؤدي,إلى,,سيارات,,correct
FI,6265 بَعِيد_adj 1 ChatGPT يبعد متحف اللوفر أبوظبي عن مدينة,دبي,,150,,incorrect
FC,750 حَتَّى_conj_sub 1 GPT4 حتى عام 1947، كانت,الهند,,الاستعمار,,correct
FI,7747 طَبِيعَة_noun 1 GPT4 يعتبر تابع الإمبراطورية الإسلامية للخليفة العباسي هارون الرشيد من أعظم الفترات الثقافية,والعلمية,,التاريخ,,incorrect
FC,2308 وِكالَة_noun 4 GPT4 وكالة الاستخبارات المركزية الأمريكية (سي آي إيه) تأسست في عام 1947 لجمع المعلومات,وتحليلها,,الأمن,,correct
FC,1068 حال_noun 1 GPT4 في حال التعرض للغرق، ينصح بالاسترخاء والاستعانة بالسترة النجاتية,للبقاء,,سطح,,correct
FC,165 لَمْ_part_neg 2 ChatGPT لم يتم العثور على أي دليل على وجود الأساطير,الإسكندنافية,,العالم,,correct
FC,197 بِ_prep 1 GPT4 بلغ إجمالي الناتج المحلي للمملكة العربية السعودية 793.97 مليار دولار,أمريكي,,عام,2019.0,correct
FC,348 أَمْر_noun 2 GPT4 عندما أمر نابليون بونابرت بغزو مصر في عام 1798م، كان الهدف منها قطع,الطريق,,بريطانيا,,correct
FC,7320 ٱِضْطِراب_noun 4 GPT4 تسبب الاضطرابات الهضمية مشاكل في عملية,الهضم,,العناصر,,correct
FI,5144 لَعَلَّ_verb_pseudo 3 ChatGPT لعل الأرض تدور حول محورها بسرعة تصل إلى,1670,,في,,incorrect
FC,6683 رَسُول_noun 1 ChatGPT رسول الله محمد,هو,,الدين,,correct
FC,3414 عَظِيم_adj 2 ChatGPT النيل هو أطول نهر في العالم,ويعتبر,,الأنهار,,correct
FC,2702 قائِد_noun 2 ChatGPT قائد الجيش العراقي السابق صدام حسين تم,إعدامه,,عام,2006.0,correct
FC,2984 ٱِقْتِصادِيّ_adj 3 ChatGPT تعتبر الإمارات العربية المتحدة من أكثر,الدول,,تطوراً,,correct
FI,4302 بَنْك_noun 1 ChatGPT بنك الإمارات دبي الوطني هو أكبر بنك في,دولة,,العربية,,incorrect
FC,3572 أَرْبَع_noun_num 1 ChatGPT يوجد أربعة أنواع من,الأسنان,,الفم,,correct
FC,3657 نَوَوِيّ_adj 4 GPT4 تعتبر محطة باركا للطاقة النووية في الإمارات العربية المتحدة أول محطة للطاقة,النووية,,العالم,,correct
FC,4919 لَبِث_verb 4 GPT4 لبث أول بث تلفزيوني عبر الأقمار الصناعية في عام 1962,بين,,المتحدة,,correct
FC,2874 وَراء_noun 1 ChatGPT وراء القمر,يوجد,,من,,correct
FC,2958 بَرْنامَج_noun 1 GPT4 تأسس برنامج الفضاء الأمريكي ناسا في عام 1958 لاستكشاف,الفضاء,,تكنولوجيا,,correct
FC,4322 وُصُول_noun 1 ChatGPT تم تسجيل وصول أول طائرة تجارية إلى مطار دبي,الدولي,,عام,1960.0,correct
FC,4492 مَرّ_verb 1 ChatGPT يستخدم المر في الطب الشعبي كملين ومدر للبول,ومضاد,,المسالك,,correct
FC,2780 حَقِيقَة_noun 1 GPT4 حقيقة أن النباتات تستخدم ضوء الشمس لإنتاج الغذاء من,خلال,,التمثيل,,correct
FI,8711 عاطِفَة_noun 3 ChatGPT عاطفة هي حالة شعورية تتميز بالاندفاع والتعلق,العاطفي,,أو,,incorrect
FC,1908 جَيْش_noun 1 GPT4 تأسس جيش المغرب الملكي عام 1956 بعد الاستقلال,عن,,الفرنسي,,correct
FC,6658 ذاكَ_pron_dem 3 GPT4 ذاك الملك الذي أسس مملكة السعودية هو الملك,عبد,,آل,,correct
FI,8538 قَلَم_noun 1 GPT4 في علم الفلك، يعتبر الجمع هو المرحلة المتوسطة بين الاقتران,والتباعد,,الأجرام,,incorrect
FC,9923 صِراع_noun 3 ChatGPT يعد صراع اليمن الحالي أحد أكثر,الصراعات,,في,,correct
FI,9875 جَوْلَة_noun 2 ChatGPT جولة الفنان المصري عمرو دياب في الولايات المتحدة الأمريكية عام,2018,,عدة,,incorrect
FC,7788 قاد_verb 2 GPT4 قاد الجنرال العراقي عبد الكريم قاسم ثورة العشرين,واطي,,على,,correct
FC,2226 شَكْل_noun 1 GPT4 الشكل الهندسي للمثلث يمكن أن يكون متساوي الأضلاع، متساوي,الأضلاع,,مختلف,,correct
FC,9178 تُهْمَة_noun 2 GPT4 تمت تبرئة مايكل جاكسون من تهمة الاعتداء الجنسي على,الأطفال,,عام,2005.0,correct
FC,3583 حِجَّة_noun 1 ChatGPT يتوجه المسلمون إلى مكة,المكرمة,,فريضة,,correct
FC,4255 تَعْلِيم_noun 1 ChatGPT تعتبر الجامعة الأميركية في بيروت من أفضل,المؤسسات,,في,,correct
FC,915 واحِد_noun_num 1 ChatGPT الله,واحد,,الديانة,,correct
FC,6897 نَبَأ_noun 3 GPT4 النبأ العاجل هو نوع من أنواع الأخبار التي تتطلب نشراً سريعاً بسبب,أهميتها,,على,,correct
FI,3677 مَوْلَى_noun 2 GPT4 كان مولى علي بن أبي طالب اسمه قمبر وكان,من,,أسود,,incorrect
FC,216 إِنَّ_verb_pseudo 3 GPT4 إن أعلى جبل في العالم هو جبل إيفرست,في,,جبال,,correct
FC,6241 مَحَلّ_noun 1 ChatGPT محل الصرافة يقدم,خدمات,,العملات,,correct
FI,9441 قادِر_adj 3 ChatGPT قادر هو اسم من أسماء,الله,,ويعني,,incorrect
FC,4831 عادَة_noun 3 ChatGPT عادة ما يتم,تناول,,في,,correct
FC,220 إِنَّ_verb_pseudo 3 GPT4 إن الفيتامينات الذائبة في الماء تشمل فيتامين,سي,,فيتامين,,correct
FC,8247 صَرَّح_verb 4 GPT4 صرح الرئيس المصري عبد الفتاح السيسي عن توجيهاته لتطوير,المناطق,,في,,correct
FC,2469 ٱِعْتَبَر_verb 2 GPT4 اعتبر الإمام الشافعي,من,,فقهاء,,correct
FI,"5060 غَضَب_noun 1 GPT4 يتحدث الفيلم الوثائقي ""غضب العملاق"" عن تاريخ الحيوان",العملاق,,التاريخي،,,incorrect
FC,8606 طَبِيعِيّ_adj 1 GPT4 الطاقة الشمسية هي,مصدر,,ومتجدد,,correct
FI,7746 طَبِيعَة_noun 1 GPT4 تابع العالم الفيزيائي نيوتن قوانين كبلير لوصف,حركة,,حول,,incorrect
FC,2828 تَرَك_verb 1 GPT4 ما مساحة مصر هي,حوالي,,كيلومتر,,correct
FI,5022 مَكْتَب_noun 1 ChatGPT تم إنشاء مكتبة الإسكندرية في مصر عام 2002 وتحتوي,على,,الكتب,,incorrect
FC,1845 مال_noun 1 ChatGPT يعتبر الاستثمار في العقارات من أهم الاستثمارات,المالية,,الدول,,correct
FI,8125 خِطاب_noun 3 ChatGPT قوم الرومان هم أحد أشهر الحضارات القديمة في العالم وتأسست إمبراطوريتهم في,القرن,,قبل,,incorrect
FI,3441 أَقَلّ_adj_comp 1 ChatGPT أقل درجة حرارة سجلت في العالم كانت في محطة فوستوك الروسية,وبلغت,-89.2,درجة,,incorrect
FC,3218 قَضَى_verb 3 GPT4 قضى الشاعر المصري أحمد شوقي جزءا من حياته في,المنفى,,قصائد,,correct
FC,6210 إِشارَة_noun 2 GPT4 في اللغة العربية، تستخدم إشارة,التنوين,,على,,correct
FC,"9187 نَشَر_verb 2 GPT4 نشر دار النشر ""بنغوين راندوم هاوس"" أكثر من 15 ألف عنوان",جديد,,حول,,correct
FC,1256 وَصَل_verb 1 GPT4 وصل البريد السريع إلى القاهرة في,أواخر,,التاسع,,correct
FC,2217 ذات_noun 4 GPT4 فاز فريق الهلال السعودي بكأس,السوبر,,ذات,,correct
FC,1249 وَ_conj 1 GPT4 تقع الأهرامات الشهيرة في مصر وتعتبر من أعظم,المعالم,,في,,correct
FI,5539 لَوْن_noun 1 GPT4 يتكون اللون البرتقالي من,خليط,,الأحمر,,incorrect
FC,9725 خَدَم_noun 1 ChatGPT تقدم الشركات البترولية خدمات,استخراج,,والغاز,,correct
FC,5137 مُدَّة_noun 1 GPT4 تبلغ مدة حمل الإنسان الطبيعية تسعة أشهر,أو,,40,,correct
FI,5959 سَوْفَ_part_fut 3 GPT4 سوف يتناقص عدد سكان اليابان بنسبة 16% بحلول عام 2045،,بحسب,,الحكومة,,incorrect
FC,429 يَد_noun 1 GPT4 تعتبر اليد اليمنى يد الكتابة والأعمال الدقيقة في,معظم,,حول,,correct
FC,8889 مُبادَرَة_noun 5 GPT4 تأسست مبادرة الصحراء الكبرى الخضراء لمكافحة التصحر,في,,عام,2007.0,correct
FI,7759 مَبْلَغ_noun 3 GPT4 تعتبر قطر أغنى دولة عربية من حيث الناتج المحلي الإجمالي للفرد الواحد بمبلغ,يصل,,"132,886",,incorrect
FC,9785 عُنْوان_noun 1 ChatGPT يجب أن يحتوي عنوان الخبر على,المعلومات,,لجذب,,correct
FC,559 خِلال_noun 2 GPT4 خلال القرن السابع الميلادي، نشأ الإسلام في شبه الجزيرة العربية تحت قيادة النبي محمد,صلى,,عليه,,correct
FC,8728 تِجارَة_noun 1 GPT4 تتيح التجارة الإلكترونية للمستهلكين التسوق عبر الإنترنت من المتاجر,الإلكترونية,,المنتجات,,correct
FC,3645 تَحَدَّث_verb 1 ChatGPT صاح هو فعل,يستخدم,,عن,,correct
FC,9025 بالِغ_adj 4 ChatGPT يبلغ عدد الدول الأعضاء في الأمم,المتحدة,,193,,correct
FI,8327 قاضِي_noun 3 GPT4 كان الإمام أبو حنيفة قاضيًا مشهورًا في الدولة الإسلامية,وهو,,المذهب,,incorrect
FC,3821 خَطَر_noun 1 ChatGPT التدخين يشكل,خطرًا,,الصحة,,correct
FC,9801 مُعَسْكَر_noun 3 ChatGPT يوجد معسكر للاجئين السوريين في,محافظة,,في,,correct
FC,3783 تارِيخ_noun 1 ChatGPT تاريخ الحضارة المصرية القديمة يعود,إلى,,الحجري,,correct
FC,7973 سُوء_noun 3 ChatGPT تعاني بعض المدن العربية من سوء,التخطيط,,والازدحام,,correct
FC,2247 وَطَنِيّ_adj 2 GPT4 منتخب وطني لكرة القدم في الجزائر فاز ببطولة كأس,أمم,,عام,2019.0,correct
FC,4442 ٱِتِّصال_noun 1 ChatGPT يتم استخدام تقنية الاتصال اللاسلكي في الهواتف الذكية,والأجهزة,,والحواسيب,,correct
FC,4696 نَوْع_noun 1 GPT4 النمر العربي هو نوع من النمور يعيش,في,,الجزيرة,,correct
FC,694 وَجَد_verb 1 ChatGPT وجد العلماء أن الشمس تعتبر,نجماً,,مجموعتنا,,correct
FC,5142 لَعَلَّ_verb_pseudo 3 ChatGPT لعل القطط تستطيع سماع الأصوات التي,يصعب,,الإنسان,,correct
FC,1996 قَدَّم_verb 1 GPT4 في عام 1891م، قدم الطبيب الكندي جيمس نايسميث لعبة كرة السلة كوسيلة للترفيه,عن,,في,,correct
FC,4950 وَحْدَة_noun 4 GPT4 تعتمد وحدة الوزن الذري على عدد البروتونات,والنيوترونات,,نواة,,correct
FC,9738 ثَقافِيّ_adj 3 GPT4 تأسست دار الأوبرا المصرية في عام 1869 كمركز ثقافي وفني يقدم,عروض,,والأوبرا,,correct
FC,3865 بُطُولَة_noun 1 ChatGPT تم تأسيس بطولة كأس العالم,للسيدات,,عام,1991.0,correct
FC,6284 صِحَّة_noun 1 ChatGPT يعتبر النظام الغذائي الصحي والنظام الرياضي الصحي من أهم العوامل التي,تؤثر,,صحة,,correct
FI,2618 حَسَب_noun 2 GPT4 حسب معايير الفاو، يُعتَبَر السودان من أكبر دول,العالم,,إنتاج,,incorrect
FC,2961 رِسالَة_noun 1 ChatGPT تعتبر رسالة القرآن الكريم أحد أهم الرسائل التي نزلت على النبي محمد,صلى,,عليه,,correct
FC,2086 ظَنّ_verb 3 GPT4 ظن العلماء أن الكون يمتد لأكثر من,93,,سنة,,correct
FC,9170 قَرْن_noun 3 GPT4 ظهرت الأعمال الأدبية في الأندلس بداية,من,,التاسع,,correct
FI,9600 ٱِتِّجاه_noun 2 GPT4 الاتجاه المؤشر في البوصلة يشير إلى,الاتجاه,,تتجهه,,incorrect
FC,6781 مُعارَضَة_noun 4 ChatGPT تشكل المعارضة السورية جزءًا من الحركة الثورية التي,بدأت,,عام,2011.0,correct
FC,5110 رَفَض_verb 1 GPT4 رفض العالم جاليليو جاليلي تعاليم الكنيسة بأن,الأرض,,مركز,,correct
FC,1271 صاحِب_noun 1 ChatGPT صاحب السمو الملكي الأمير محمد بن سلمان,هو,,العهد,,correct
FI,9936 إِلٰه_noun 1 GPT4 الإله زيوس هو إله السماء,والرعد,,الأساطير,,incorrect
FC,5862 حُرِّيَّة_noun 1 ChatGPT حرية الصحافة هي,حق,,في,,correct
FC,9119 نَوْم_noun 1 GPT4 يعتبر النوم العميق مهماً لتعزيز,الذاكرة,,على,,correct
FC,8079 واضِح_adj 1 GPT4 توجد قواعد واضحة للمرور للحد من,حوادث,,في,,correct
FC,1511 بَلَغ_verb 3 ChatGPT جعل الله الشمس مصدراً,للضوء,,على,,correct
FC,64 قال_verb 1 ChatGPT قالت شركة أبل إنها باعت أكثر من 2.2 مليار,جهاز,,حول,,correct
FI,8339 حَجَر_noun 1 GPT4 تتميز قرية الحجر في جزيرة يمنية سقطرى بجمال طبيعتها الخلابة,وبناياتها,,من,,incorrect
FC,5654 سَمَح_verb 1 ChatGPT القانون الدولي يسمح للدول بالدفاع عن,نفسها,,حالة,,correct
FI,3611 رَسْمِيّ_adj 3 ChatGPT اللغة العربية هي اللغة الرسمية في,27,,حول,,incorrect
FC,1721 أَكْبَر_adj_comp 1 ChatGPT أكبر دولة في العالم من,حيث,,هي,,correct
FI,6281 صِحَّة_noun 1 ChatGPT صحة الإنسان هي حالة عامة من,الرفاهية,,والنفسية,,incorrect
FC,4490 فَهِم_verb 1 GPT4 فهم طبيعة الوقت والمكان يعد مفهوما,أساسيا,,الفيزياء,,correct
FC,"1999 قَدَّم_verb 1 GPT4 قدم العالم الإنجليزي تشارلز داروين نظرية التطور من خلال الانتقاء الطبيعي في كتابه ""أصل الأنواع""",الذي,,عام,1859.0,correct
FC,9995 شَخْصِيَّة_noun 2 ChatGPT شخصية الفنانة فيروز هي مغنية لبنانية شهيرة,عرفت,,الرومانسية,,correct
FC,"9300 نَجَح_verb 1 GPT4 نجح الفيلم السعودي ""وجدة"" في الفوز بجائزة المهرجان السينمائي الدولي",في,,عام,2012.0,correct
FC,2841 طَرَف_noun 4 ChatGPT طرف الأرض الشمالي يشهد ظاهرة الليل,القطبي,,فصل,,correct
FC,4948 وَحْدَة_noun 4 GPT4 تمثل الوحدة العربية واحدة من القيم,الأساسية,,الدول,,correct
FI,2774 حَقِيقَة_noun 1 ChatGPT حقيقة أن الشمس هي نجم يبعد عنا,حوالي,93.0,مليون,,incorrect
FI,5765 صِناعَة_noun 2 ChatGPT تعتبر صناعة الطائرات من,أهم,,في,,incorrect
FI,3092 مُسْتَوَى_noun 1 ChatGPT يتم تحديد مستوى الضرائب في الدول,العربية,,على,,incorrect
FC,6562 قُدْرَة_noun 2 ChatGPT تعتبر قدرة الطائرات على,الطيران,,لتطور,,correct
FC,3280 لَيْل_noun 1 GPT4 تم التقاط أول صورة ليلية للأرض,من,,عام,1960.0,correct
FC,1078 عام_noun 2 GPT4 تأسست الجمهورية العربية المتحدة بين مصر,وسوريا,,عام,1958.0,correct
FC,4463 جَمْعِيَّة_noun 3 ChatGPT موقع الحرم المكي في السعودية هو أكبر,موقع,,في,,correct
FC,6712 نَجْم_noun 1 ChatGPT الشمس هي نجم,قريب,,من,,correct
FC,835 كَثِير_adj 1 ChatGPT كثير من الدول العربية,تستخدم,,كعملة,,correct
FC,5052 غَضَب_noun 1 ChatGPT يمكن أن يؤدي الغضب المفرط إلى زيادة معدل ضربات,القلب,,ضغط,,correct
FC,9381 هُنَيْهَة_noun 5 ChatGPT هنيهة تعني لحظة,قصيرة,,اللغة,,correct
FC,5753 تَنْمِيَة_noun 3 ChatGPT تعتبر تنمية الطاقة المتجددة من أهم الأهداف الاستراتيجية,للعديد,,الدول,,correct
FC,9775 تَوْفِير_noun 2 ChatGPT توفير الوقود يساعد,على,,انبعاثات,,correct
FC,688 مُنْذُ_prep 2 GPT4 منذ انطلاق الثورة الصناعية في بريطانيا في القرن الثامن عشر، شهد العالم تطوراً هائلاً,في,,والنمو,,correct
FC,3776 فَتْح_noun 1 GPT4 فتح الإسلاميون الأندلس في عام 711 ميلادي,بقيادة,,بن,,correct
FC,1743 قَوْل_noun 3 ChatGPT قول العلماء يجب,أن,,بالدليل,,correct
FC,5986 كَشَف_verb 2 GPT4 كشفت دراسة حديثة عن ارتباط بين تناول الطعام السريع,وزيادة,,الإصابة,,correct
FC,2011 أَجْل_noun 5 ChatGPT أجل هو كلمة عربية,تعني,,أو,,correct
FC,665 مِثْل_noun 1 ChatGPT الأرقام العربية هي نظام رقمي يستخدم في العديد من الدول،,مثل,,ومصر,,correct
FC,4080 رِئاسَة_noun 2 GPT4 تولى جورج واشنطن رئاسة الولايات المتحدة الأمريكية لأول مرة في 30 أبريل 1789 وكان,أول,,للولايات,,correct
FC,2065 مِئَة_noun_num 1 ChatGPT يعتبر العدد المئة أحد الأعداد,الأساسية,,النظام,,correct
FC,2297 عَلاقَة_noun 1 GPT4 تعتبر علاقة المصريين القدماء بالنيل,أساسية,,حياتهم,,correct
FI,5837 رابِع_adj_num 1 GPT4 فاز المنتخب الفرنسي بكأس العالم لكرة القدم للمرة,الرابعة,,عام,2018.0,incorrect
FC,8338 حَجَر_noun 1 GPT4 الحجر الجيري هو نوع من الصخور الرسوبية ويتكون بشكل,رئيسي,,مادة,,correct
FI,6424 إِرْهاب_noun 3 ChatGPT تعتبر الولايات المتحدة الأمريكية من أكثر الدول,التي,,للهجمات,,incorrect
FC,2227 شَكْل_noun 1 GPT4 تتكون الجزيئات من ذرات مترابطة بشكل معين,لتكوين,,المركبات,,correct
FC,1525 بَيْت_noun 1 ChatGPT يتكون بيت العنكبوت من خيوط الحرير التي,تنسجها,,لصيد,,correct
FC,4183 طَبِيب_noun 1 ChatGPT يمكن للأطباء العمل في المستشفيات,أو,,الخاصة,,correct
FC,3276 لَيْل_noun 1 GPT4 في الليل يمكن رؤية النجوم بشكل أفضل بسبب,انخفاض,,التلوث,,correct
FC,3358 دَفَع_verb 1 GPT4 استخدم العرب الدفع بالحصى والصخور بواسطة المقلاع كأسلوب,للهجوم,,الحروب,,correct
FI,7835 ٱِتَّهَم_verb 3 ChatGPT تم اتهام الرئيس السوداني السابق عمر البشير بجرائم,حرب,,ضد,,incorrect
FC,9731 ثَقافِيّ_adj 3 ChatGPT المهرجان الثقافي السنوي,يقام,,مدينة,,correct
FC,430 يَد_noun 1 GPT4 تعتبر مهارة اللغة الإشارية للصم والبكم ضرورية للتواصل، حيث تعتمد بشكل,رئيسي,,استخدام,,correct
FC,759 عَلِم_verb 1 GPT4 يعتبر العلم إسحاق نيوتن,مؤسس,,الميكانيكا,,correct
FC,1954 صُورَة_noun 1 ChatGPT صورة الأشعة تحت الحمراء تستخدم,في,,عن,,correct
FC,"9567 صارُوخ_noun 1 GPT4 تم تطوير صاروخ ""ساتورن V"" من قبل وكالة الفضاء الأمريكية ناسا، واستخدم في برنامج أبولو لإرسال",رواد,,إلى,,correct
FI,8375 كَأَنَّما_part 3 ChatGPT كأنما النحل يموت بعد لدغة واحدة، ولكن النحل يمكنه لدغ,الإنسان,,من,,incorrect
FC,2312 نُقْطَة_noun 1 ChatGPT النقطة الحرجة للأكسجين,هي,-118.4,درجة,,correct
FC,7258 أَساس_noun 1 GPT4 تشمل العقيدة الإسلامية الأساس الستة: الإيمان بالله، وملائكته، وكتبه،,ورسله،,,الآخر،,,correct
FC,2861 داخِل_noun 1 ChatGPT المرأة داخل الإسلام,لها,,وواجبات,,correct
FC,1806 إِذْ_conj_sub 3 GPT4 إذ يُعتَبَر نهر النيل أطول أنهار العالم بطول,يصل,,"6,650",,correct
FC,989 جانِب_noun 2 GPT4 يشكل جانب الطاقة المتجددة أحد أهم القطاعات الاقتصادية,والبيئية,,العالم,,correct
FI,6480 أَثار_verb 3 GPT4 في يوليو 2021، أسفرت الفيضانات الناجمة عن الأمطار الغزيرة في ألمانيا وبلجيكا عن مقتل ما لا,يقل,,180,,incorrect
FC,"1896 قائِل_adj 2 GPT4 قال الفيلسوف اليوناني سقراط: ""أنا أعرف",أنني,,أعرف,,correct
FC,2997 قَدَّم_verb 1 GPT4 تعتبر أقدم لغة مكتوبة في,التاريخ,,اللغة,,correct
FC,1272 صاحِب_noun 1 ChatGPT صاحب السمو الملكي الأمير الحسين بن عبدالله الثاني,هو,,العهد,,correct
FI,7205 لِسان_noun 1 ChatGPT يحتوي اللسان على العديد من الفرشات,الصغيرة,,عن,,incorrect
FC,4261 إِضافَة_noun 3 ChatGPT إضافة السكر إلى الشاي يزيد من,محتوى,,الحرارية,,correct
FC,4530 خُصُوص_noun 3 GPT4 في مجال القانون، يكون الحق في الخصوصية محميا في العديد,من,,الوطنية,,correct
FC,713 كَبِير_adj 1 ChatGPT الصين هي ثالث أكبر دولة في,العالم,,حيث,,correct
FC,4967 جَماعَة_noun 1 GPT4 يوجد أثر زقورة أور الشهير في مدينة الأور القديمة بجنوب العراق وتعود إلى,الألف,,قبل,,correct
FC,9489 صَبْر_noun 1 GPT4 أشار النبي محمد صلى الله عليه وسلم إلى أهمية الصبر في,العديد,,الأحاديث,,correct
FI,3053 شارِع_noun 1 ChatGPT يمتد شارع الشانزليزيه في باريس لمسافة تزيد عن 2 كيلومتر ويضم العديد من,المتاجر,,والمطاعم,,incorrect
FC,"3558 خادِم_noun 2 GPT4 في الإسلام, يعتبر النبي محمد صلى الله عليه",وسلم,,الله,,correct
FC,5966 ٱِقْتِصاد_noun 3 GPT4 الاقتصاد الأمريكي هو الأكبر على مستوى العالم من,حيث,,المحلي,,correct
FC,1598 أَحَد_noun 1 GPT4 أحد أشهر العلماء المسلمين هو الخوارزمي الذي,ساهم,,تطور,,correct
FC,4310 بَنْك_noun 1 GPT4 أعلن بنك الاستثمار الأوروبي عن خطة لتوفير 100,مليار,,للمشروعات,,correct
FC,2987 ٱِقْتِصادِيّ_adj 3 GPT4 اعتماد السعودية على النفط في حصولها على الإيرادات الاقتصادية يشكل تحديا,كبيرا,,مصادر,,correct
FC,6490 مُهِمّ_adj 1 GPT4 تعتبر اللغة العربية مهمة في الثقافة العالمية وهي اللغة الرابعة من,حيث,,المتحدثين,,correct
FI,3380 خَمْس_noun_num 1 GPT4 توجد خمس دول في مجلس التعاون الخليجي: السعودية،,الإمارات،,,قطر،,,incorrect
FC,9079 أَهْلِيّ_adj 4 GPT4 احتفل النادي الأهلي بمرور مئة عام على,تأسيسه,,عام,2007.0,correct
FC,5645 قِيام_noun 4 ChatGPT يمكن للمسلمين أن يصلوا قيام الليل,بشكل,,أو,,correct
FC,2952 بَرْنامَج_noun 1 ChatGPT برنامج الحكومة السعودية للتحول الرقمي يهدف إلى تحسين الخدمات,الحكومية,,الاقتصاد,,correct
FC,4646 ٱِجْتِماعِيّ_adj 3 GPT4 التكافل الاجتماعي هو أحد أهم,القيم,,المجتمعات,,correct
FC,224 بَيْنَ_noun 1 ChatGPT بين عامي 2000 و 2019، تضاعف عدد المستخدمين النشطين على منصة فيسبوك من 360,مليون,,2.7,,correct
FC,9204 وافَق_verb 1 ChatGPT وافقت الحكومة العراقية على إعادة فتح المنفذ الحدودي مع,الأردن,,عام,2017.0,correct
FI,1032 وَجْه_noun 1 ChatGPT وجه القمر يمكن رؤيته,من,,بالعين,,incorrect
